"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25205,,"April 03, 2025",,"Superb Sports Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Babies from Drowning Hazard; Violation of Federal Regulation for Infant Bath Seats; Sold on Amazon.com by DualOranges Store","Superb Sports Baby Bath Seats","This recall involves Superb Sports baby bath seats. The bath seats were sold in light blue only. They have a built-in anti-slip cushion and come with four big suction cups. They are made of polypropylene (PP) and ethylene vinyl acetate (EVA) plastic material. Stickers featuring clouds, a lion, a sun and a squirrel holding two balloons are on the front bar. The bath seats measure about 12 inches long, 13 inches wide and 8 inches high.","The recalled bath seats violate the federal safety regulation for infant bath seats, including requirements for stability and leg openings, and can tip over while in use, posing a risk of serious injury or death to babies due to drowning hazard.",,,Refund,"About 1,050","None reported","Consumers should stop using the recalled bath seats immediately, and contact DualOranges Store via email at&nbsp;info@dualoranges.com for information on how to dispose of the product and submit a photograph to obtain a full refund. DualOranges Store and Amazon are contacting all known purchasers directly.","Sold Online At","Amazon.com from February 2024 through November 2024 for between $46 and $60.",,,,China,Retailer:,"Shen Zhen Cheng Cheng Ke Ji You Xian Gong Si, dba DualOranges Store,&nbsp;of China"
25182,,"March 13, 2025",,"Onasti Toddler Tower Stools Recalled Due to Serious Fall and Injury Hazards; Sold Exclusively on Amazon.com by Blissful-Time","Onasti Toddler Tower Stools","This recall involves Onasti-branded toddler stools. The plastic, foldable, triangular-shaped tower stools were sold in beige/white, blue/gray, green, gray/white, light blue and pink. They measure about 25 inches long, 24 inches wide and 32 inches tall, and have handles and an adjustable platform that can be raised or lowered from two to three steps. The Onasti logo appears on the warning label on the side of the stools.","The stools can collapse or tip over while in use, posing serious fall and injury hazards to children.",,,Repair,"About 10,300","Blissful-Time has received four reports of the stool collapsing or tipping over, including two injuries, with one causing bruising and the other a brain injury to a toddler.","Consumers should stop using the recalled stools and store them away from children until repaired. Contact Blissful-Time to receive a free repair kit, including shipping. The repair kit consists of two steps, one base, and one guardrail. Blissful-Time is contacting all known purchasers directly.","Sold Exclusively Online","Amazon.com from March 2024 through December 2024 for between $72 and $90.",,,,China,Retailer:,"Shenzhenshiyaxinrankejiyouxiangongsi, dba Blissful-Time, of China"
25180,,"March 13, 2025",,"Chews Life Recalls Silicone Rosary and Decade Teethers Due to Choking Hazard","Silicone Rosary and Decade teethers","This recall involves Chews Life Silicone Rosary teethers including models Assisi, Little Flower, God’s Grace, Cecilia, John the Baptist and Divine Mercy, and Chews Life Silicone Decades teethers including models Genesis, Maccabees, Ester, Wisdom, Divine Mercy, Psalm and Proverbs. The recalled teethers are made of multi-colored beads with a cross at the end.&nbsp;Each teether has a two-piece safety snap clasp.","Part of the teethers’ safety snap clasp can detach, posing a choking hazard.",,,Repair,"About 5,700","The firm has received 92 reports of the safety snap clasp detaching. No injuries have been reported.","Consumers should immediately stop using the recalled teethers and contact Chews Life to receive a free repair. Consumers will be provided with a prepaid shipping label to return the recalled teethers to Chews Life. Chews Life will mail consumers the repaired teethers at no charge.","Sold At","Online at chewslife.com from January 2024 through April 2024 for between $20 and $38.",,,"Chews Life, of Grand Rapids, Michigan","United States",,
25178,,"March 13, 2025",,"Safety Gates Recalled Due to Risk of Serious Injury or Death to Children from Entrapment Hazard; Violation of Federal Regulation for Gates and Enclosures; Sold Exclusively on Amazon.com by HabiLife Direct","Retractable Safety Gates","This recall involves&nbsp;retractable safety mesh gates, marketed as baby or dog gates, with model number SG021. They were sold in white, gray and black. The multi-use gates&nbsp;measure about 34 inches high with an adjustable width up to about 55 inches and have an aluminum frame. “Retractable Safety Gate” and the model number are&nbsp;printed on a white label located on the inside of the frame on the side of the gates’ handles.","The recalled gates violate the federal safety regulations for expansion gates and expandable enclosures because a child’s torso can fit through the opening between the gate and the floor, posing a risk of serious injury or death due to entrapment hazard.",,,Refund,"About 880","None reported","Consumers should stop using the recalled gates immediately and contact HabiLife Direct for a full refund. Consumers will be asked to destroy the gates by cutting the mesh and disposing of the gates. Consumers must send a photo of the destroyed gates to&nbsp;service@hblife.fans. HabiLife Direct and Amazon are contacting all known purchasers directly.","Sold Exclusively Online","Amazon.com from September 2024 through January 2025 for between $35 and $45.",,,,China,Retailer:,"Yiwushihengchuansanyeyouxiangongsi, dba HabiLife Direct, of China"
25172,,"March 06, 2025",,"Love Our Home Braided Crib Bumpers Recalled Due to Risk of Serious Injury or Death from Suffocation Hazard; Violation of Federal Ban on Crib Bumpers; Sold Exclusively on Shein.com by Love Our Home","Love Our Home Braided Crib Bumpers","This recall involves Love Our Home&nbsp;crib bumpers. The braided pink bumpers were sold in lengths of one, two, three and four meters or 3.28, 6.56, 9.84 or 13.12 feet.","The recalled crib bumpers violate the federal crib bumper ban, posing a deadly suffocation hazard to infants. Padded crib bumpers are banned by the federal Safe Sleep for Babies Act.",,,Refund,"About 750","None reported","Consumers should immediately stop using and remove the recalled crib bumpers from the crib. To receive a full refund, consumers should cut the crib bumper in half, take a photo of it, and email the photo to&nbsp;loveourhomerecall@163.com. Love Our Home is contacting all known purchasers directly.","Sold Exclusively Online","Shein.com from March 2024 through November 2024 for between $11 and $36.",,,,China,Retailer:,"Shenzhen Comfort Dream Home Textiles Co. LTD, dba Love Our Home, of China"
25166,,"February 27, 2025",,"Costway Recalls Babyjoy High Chairs Due to Entrapment and Suffocation Hazards; Ban on Inclined Sleepers and Violation of Federal Regulations for High Chairs","Babyjoy High Chairs","This recall involves all Costway’s Babyjoy high chairs. The collapsible high chairs were sold in pink (model BB5656PI), beige (model BB5656BE) and gray (model BB5656GR), and have a footrest, a detachable tray, pink or gray or beige seat cushion with stars, and four static wheels with locks. The high chair can be adjusted for different heights and recline positions. “Babyjoy” is printed on the front of the detachable tray. “Goplus Corp.” is printed on a label located on the back of the high chair’s seat. The model number appears on the product packaging.","The recalled high chairs pose a fatal suffocation risk because they were marketed, intended, or designed for infant sleep, and they have an incline angle greater than 10 degrees in violation of the federal&nbsp;https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act. In addition, the high chair poses a deadly entrapment hazard because the opening between the seat and tray is large enough that a child can become entrapped in it, which is a violation of the federal regulations for high chairs.",,,Refund,"About 4,400","None reported","Consumers should immediately stop using the recalled high chairs and contact Costway for a full refund and instructions on how to return or dispose of the high chairs. Consumers can return the product by receiving a prepaid shipping label or provide photos of the destroyed product to&nbsp;recall@costway.com. Upon receipt of the returned product or photos of the destroyed product, Costway will issue the refund. Costway is contacting all known purchasers directly.","Sold Online At","Amazon.com, Walmart.com, Costway.com and Shein.com from November 2022 through November 2024 for between $70 and $110.",,,,China,Retailer:,"Goplus Corporation, dba Costway, of Fontana, California&nbsp;"
25704,,"February 27, 2025",,"Wayfair Recalls Style Life Eleven Baby Loungers Due to Suffocation Risk and Fall Hazard; Violation of Federal Regulations for Infant Sleep Products; Sold Exclusively on Wayfair.com by Bespoke Clothing Valley (Royalbelle) through Zoomie Kids (Recall Alert)","Style Life Eleven Baby Loungers","This recall involves Style Life Eleven baby loungers. The loungers include a head pillow and fold into a portable handbag with a handle. When folded into the portable handbag, the brand name “Style Life Eleven” is visible on a white square in cursive font. The loungers were sold in different printed fabrics including Dinosaur, Blue &amp; White Crowns, Dotted Pink, Dotted White &amp; Purple, Zoo Animals, and Gray &amp; Brown Crowns. Only portable loungers purchased on or after June 23, 2022, are included in this recall.","The recalled baby loungers violate the federal safety regulations for Infant Sleep Products because the sleeping pad is too thick, posing a suffocation hazard; an infant could fall out of an enclosed opening at the sides of the lounger or become entrapped; and the sides are too low to contain the infant and the loungers do not have a stand, posing a fall hazard. These violations create an unsafe sleeping environment for infants.",,,Refund,"About 1,555","None reported","Consumers should stop using the recalled baby loungers immediately and contact Wayfair for information on how to dispose of the product to obtain a full refund. Wayfair is contacting all known purchasers directly.","Sold At","Online exclusively at Wayfair.com from June 2022 through September 2024 for between $34 and $144.",,,,China,Retailer:,"Bespoke Clothing Valley Inc., (Royalbelle), d/b/a Zoomie Kids, of China (Sold exclusively on Wayfair.com, of Boston, Massachusetts)"
25123,,"February 06, 2025",,"Sling Carriers Recalled Due to Fall Hazard; Violation of Federal Regulations for Sling Carriers; Sold on Temu.com by Sunkids Factory","Sling Carriers","This recall involves sling carriers with style number 0007-66 printed on the label. They have white plastic buckles, adjustable straps and mesh fabrics and were sold in green, gray and pink colors.","The recalled sling carriers violate the federal safety regulations for sling carriers, including requirements for structural integrity and occupant retention, posing a fall hazard to babies.&nbsp;",,,Refund,"About 18,650",None reported,"Consumers should&nbsp;immediately stop using the recalled sling carriers, take a photo of the sling carrier, cut into pieces and email the photo to 1251530867@qq.com&nbsp;or message&nbsp;Sunkids Factory on Temu.com to receive a full refund.&nbsp;Sunkids Factory is contacting all known purchasers directly.","Sold At","Temu.com from July 2023 through September 2024 for between $7 and $15.",,,,China,Retailer:,"Sunkids Factory, of China"
25122,,"February 06, 2025",,"UVIPC Baby Gates Recalled Due to Entrapment Hazard; Violation of Federal Regulations for Gates and Enclosures; Sold Exclusively on Amazon.com by Xianshengyouli","UVIPC Baby Gates","This recall involves&nbsp;UVIPC Baby Gates. The pressure-mounted gates open both inward and outward. They are made of steel and ABS plastic and were sold in white and black colors.&nbsp;There are four different versions of the gate. One version has a secondary pet door, and measures about 40.5 inches high with an adjustable width from about 57.5 inches to 74.5 inches. The second version has a secondary pet door, and measures about 40.5 inches high with an adjustable width from about 73 inches to 81 inches. The third version measures about 40.5 inches high with an adjustable width from about 30 inches to 63.5 inches. The fourth version measures about 40.5 inches high with an adjustable width from about 57.5 inches to 74.5 inches. All versions come with four 3.93-4-inch screws and two 3-inch screws. All versions are labeled with model number W046 on the product’s tracking label.","The recalled baby gates violate the federal safety regulations for expansion gates and expandable enclosures. For the versions with a pet door, a child’s torso can fit through the secondary opening and, for the other versions that are adjustable, a child’s torso can fit through the opening between the gate slat and side wall. These violations pose an entrapment hazard to children.",,,Refund,"About 1,500","None reported","Consumers should stop using the recalled gates immediately and contact Xianshengyouli via email at&nbsp;xianshengyouli@outlook.com&nbsp;for information on how to dispose of the product and submit proof of&nbsp;destruction to obtain a full refund. Xianshengyouli and Amazon are contacting all known purchasers directly.","Sold Exclusively Online","http://www.amazon.com from November 2022 through September 2024 for between $186 and $230.","Rainbow Trade (HK) Co. Limited, of Hong Kong",,,China,Retailer:,"Shangchengxianxianshengyouliguojimaoyishanghang, dba Xianshengyouli Storefront, of China"
25054,,"November 21, 2024",,"South Shore Cribs Recalled Due to Entrapment Hazard; Violation of Federal Regulation for Full Sized Cribs; Imported by South Shore Industries","South Shore Cribs","This recall involves&nbsp;South Shore brand Balka &amp; Olena cribs sold in white and natural wood colors.&nbsp;The cribs are made of wood and measure about 37 inches high, 54 inches long and 30 inches deep. The model number is printed on an adhesive label on one end of the crib.&nbsp;Model NumberDescriptionColor13825Balka Baby Crib with Adjustable HeightPure White13824Balka Baby Crib with Adjustable HeightPure White and Natural Wood12937Balka Baby Crib with Adjustable HeightPure White and Natural Wood12938Balka Baby Crib with Adjustable HeightPure White14408Olena Baby Crib with Adjustable HeightPure White","The spacing between some of the crib’s slats is wider than allowed under the federal safety standard, posing an entrapment hazard to children.",,,Refund,"About 1,200","None reported","Consumers should immediately stop using the recalled cribs and contact South Shore for information on how to disassemble the product. To receive a full refund, take a photo of the disassembled crib in an outdoor waste container and email the photo to&nbsp;service@southshorefurniture.com. South Shore, Amazon.com and Walmart.com are contacting all known purchasers directly.","Sold At","Amazon.com, Cymax.com, Walmart.com, Southshorefurniture.com, and other websites from July 2020 through February 2024 for about $415 to $475.","South Shore Industries LTD, of Canada",,,Malaysia,,
25033,,"November 07, 2024",,"Baofali Crib Bumpers Recalled Due to Suffocation Hazard; Violation of Federal Ban on Crib Bumpers; Sold Exclusively on Temu.com by Unique Person Home Goods","Baofali 4-in-1 Microfiber Crib Safety Bumpers","This recall involves Baofali 4-in-1 Microfiber Crib Safety Bumpers with model numbers JJ25B-A1, JJ25B-A2 and JJ25B-A3. They are sold in white, gray and pink colors and have a rectangular shape with fabric ties attached. They are approximately 52 inches long by 10 inches tall.","The recalled crib bumpers violate the federal crib bumper ban, posing a suffocation hazard to infants. Padded crib bumpers are banned by the federal Safe Sleep for Babies Act.",,,Refund,"About 390","None reported.","Consumers should immediately stop using and remove the recalled crib bumpers from the crib. To receive a full refund, take a photo of the crib bumper cut in half and email the photo to 2540535966@qq.com or message to&nbsp;Baofali Trading on Temu.com. Dispose of the destroyed crib bumper in accordance with local and state laws. Baofali Trading is contacting all known purchasers directly.","Sold At","Exclusively online at Temu.com from June 2024 through August 2024 for between $25 and $30.",,,,China,Retailer:,"Baofali Trading Co. Ltd., dba Unique Person Home Goods,&nbsp;of China"
25009,,"October 10, 2024",,"Fisher-Price Recalls More than 2 Million Snuga Infant Swings Due to Suffocation Hazard After 5 Deaths Reported","All Models of Fisher-Price Snuga Swings","Washington, D.C. --The U.S. Consumer Product Safety Commission (CPSC) and Fisher-Price are announcing the recall of Fisher-Price Snuga Swings. The swing should never be used for sleep and bedding materials should never be added to it. If the product is used for sleep or bedding material is added, the headrest and body support insert on the seat pad can increase the risk of suffocation. Consumers should immediately remove both the headrest (by cutting the tether) and the body support insert from the seat pad before continuing to use the swing for awake-time activities.&nbsp;Between 2012 and 2022, there have been reports of five deaths involving infants 1 to 3 months of age when the product was used for sleep. In most of those incidents, the infants were unrestrained and bedding materials were added to the product.&nbsp;Consumers are reminded to never use these products for sleep and to never add blankets or other materials to the swing, even after the headrest and the body support insert have been removed.&nbsp;Parents and caregivers should never use any inclined seated products, such as swings, gliders, soothers, and rockers, for infant sleep and should not leave infants in these products unsupervised, unrestrained, or with bedding material due to the risk of suffocation.&nbsp;Since 2010, approximately 2.1 million swings were sold in the United States, about 99,000 swings were sold in Canada and about 500 swings were sold in Mexico.&nbsp;The recalled Snuga Swing is an infant swing with a front to back and side-to-side motion. The swing has 90 degrees of rotation, two seat back positions and folds up for storage. The Snuga Swing platform has a total of 21 models, which feature the same design with minor differences in fabric colors and toy accessories. The following chart includes a complete list of Snuga Swing models included in the recall. The model number and name are printed on the underside of the swing motor housing.&nbsp;Product Number/SKU &nbsp;Product Description&nbsp;BGB32My Little Snugakitty™ Cradle 'n SwingCCF38My Little Snugabunny™ SwingCHM56My Little Snugabear Cradle 'n SwingCHM69My Little Snugabear Ballerina Cradle 'n SwingCHM76Safari Dreams Cradle 'n SwingCHM78Moonlight Meadow SwingDRG43Sweet Snugapuppy™ SwingFKL21Deluxe Swing- Surreal Serenity™GJB53Sweet Snugamonkey SwingGKH44Blooming Flowers SwingGNG38Fawn Meadows Deluxe SwingGNG40Peek-a-boo Fox SwingGVF83Dots &amp; Spots Puppy SwingHBM23Snow Leopard SwingHDY10Hearthstone SwingHGX49Baby Raccoon SwingV0099My Little Snugabunny Cradle ‘n SwingW9510My Little Sweetie™ Deluxe Cradle ‘n SwingX7051My Little SnugaMonkey™ Cradle ‘n SwingX7345My Little Snugapuppy™ Cradle 'n SwingX7347My Little Snugabear Cradle 'n Swing&nbsp;Any replacement seat pad for the above Product Numbers/SKUsCPSC continues to urge consumers to place infants on their backs for sleep. The best place for an infant to sleep is on a firm, flat surface in a crib, bassinet, or play yard, with nothing but a fitted sheet. Infants who fall asleep in an inclined or upright position should be moved to a safe sleep environment with a firm, flat surface such as a crib, bassinet, or play yard. In 2022, Congress enacted the Safe Sleep for Babies Act, under which inclined sleepers for infants are banned hazardous products.&nbsp;Consumers should review&nbsp;Safe Sleep – Cribs and Infant Products | CPSC.gov for more information about safe sleep for infants in crib and infant products.&nbsp;The Snuga Swings were sold&nbsp;at Amazon, Toys R Us, Walmart/Sams Club, and Target nationwide from October 2010 through January 2024 for about $160.&nbsp; &nbsp;The swings were distributed by Fisher-Price of East Aurora, New York. The swings are manufactured in China and Mexico.&nbsp;","The swing should never be used for sleep and bedding materials should never be added to it. If the product is used for sleep or bedding material is added, the headrest and body support insert on the seat pad can increase the risk of suffocation.",,,"Refund, Repair","Approximately 2.1 million swings were sold in the United States, about 99,000 swings were sold in Canada and about 500 swings were sold in Mexico. ","Between 2012 and 2022, there have been reports of five deaths involving infants 1 to 3 months of age when the product was used for sleep. In most of those incidents, the infants were unrestrained and bedding materials were added to the product.","Consumers should immediately remove both the headrest (by cutting the tether) and the body support insert from the seat pad before continuing to use the swing. Fisher-Price will provide a $25 refund to consumers who remove and destroy the headrest and body support insert. Instructions can be found at&nbsp;www.service.mattel.com.&nbsp;","Sold At","The Snuga Swings were sold at Amazon, Toys R Us, Walmart/Sams Club, and Target nationwide from October 2010 through January 2024 for about $160.",,,"Fisher-Price of East Aurora, New York","China and Mexico",,
25008,,"October 10, 2024",,"Gimars Playpens Recalled Due to Entrapment and Suffocation Hazards; Violation of Federal Regulations for Play Yards; Imported by Shenzhen Jingdu Technology and Sold Exclusively on Amazon.com","Gimars Playpen with Mat","This recall involves Gimars Playpens with model numbers GWL-01, GWL-02, GWL-03, GWL-04, GWL-05 and GWL-06. The playpens are labeled with the product name “Gimars Playpen with mat” on a label attached to the top rail. “Gimars” is also printed in white on one side of the top rail. The playpens are dark gray, black and light gray fabric with white mesh sides. The mattress is reversible with printed road and animal designs. The playpens come with a basketball hoop that attaches to the top rail and multicolored balls.","The recalled playpens violate the federal safety regulations for play yards. The included basketball hoop accessory can be a head entrapment hazard and children can become entrapped beneath the mattress, posing a suffocation hazard.",,,Refund,"About 6,200","None reported.","Consumers should immediately stop using and keep children away from the recalled playpens. Consumers should disassemble the playpen and cut the fabric floor, mattress pad and basketball hoop accessory each into two pieces. Then, consumers should upload photos of the cut product using the&nbsp;online submission form or email the photos to&nbsp;Gimars-Aftersales@outlook.com to obtain a full refund. Shenzhen Jingdu Technology and Amazon are contacting all known purchasers directly.","Sold At","Online exclusively at&nbsp;www.Amazon.com from May 2023 through January 2024 for about $80.","Shenzhen Jingdu Technology Co. Ltd., of China",,,China,,
24368,,"September 19, 2024",,"Wee Gallery Recalls Baby Tummy Time Gallery Due to Violation of the Federal Phthalates Ban","Baby Tummy Time Gallery","This recall involves the Baby Tummy Time Gallery. The Tummy Time Gallery is a trifold panel made of black and white fabric and has clear plastic pockets that can hold art cards. The Tummy Time Gallery was also sold separately, or as a bundle with the art cards. The Tummy Time Gallery is labeled with a hang tag that states “wee gallery,” “tummy time gallery,” and “wildlife” with additional text.","The recalled Baby Tummy Time Gallery art card pockets have clear plastic coverings that contain levels of a phthalate that exceeds the federal phthalates ban. Phthalates are toxic if ingested by young children and can cause adverse health effects.",,,Refund,"About 8,000 (In addition, about 50 in Canada)","None reported","Consumers should immediately stop using the recalled Baby Tummy Time Gallery and contact Wee Gallery for information on how dispose of the product and to obtain a refund of $39.95. Wee Gallery and Amazon.com are contacting all known purchasers directly.","Sold At","Independent toy stores nationwide and online at weegallery.com, amazon.com, bloomingdales.com and babylist.com from October 2022 through July 2024 for about $38, when sold separately, and approximately $54 when sold as part of a bundle.","Wee Gallery Inc., of St. Petersburg, Florida",,,India,,
24362,,"September 12, 2024",,"MJKSARE High Chairs Recalled Due to Entrapment and Fall Hazards; Violation of Federal Regulation for High Chairs; Imported by Worldwide Windows; Sold Exclusively on Amazon.com","MJKSARE High Chairs","This recall involves MJKSARE high chairs, model H-601. The high chairs fold open and closed and are covered in green padding. The front tray is green with a small cup holder. There is a tag on the bottom of the seat padding of the high chair with the date of manufacture in the format of “MM/YYYY.” All production dates are included in the recall.","The recalled high chairs violate the regulations for high chairs, as the leg openings on the high chair are too wide, posing an entrapment hazard to infants. Additionally, the high chairs pose a fall hazard because the tray can become disengaged from the product.",,,Refund,"About 4,760","None reported.","Consumers should immediately stop using the high chair, and contact TONGAO&nbsp;for instructions on how to dispose of the chair and receive a full refund. Amazon is contacting all known purchasers directly.","Sold Exclusively At","Online at Amazon.com from February 2024 through March 2024 for about $70.","Worldwide Windows Inc., of China",,,China,Retailer:,"Guangzhoutongaomaoyiyouxiangongsi d/b/a&nbsp;TONGAO, of China"
24340,,"August 15, 2024",,"Mamibaby and Cosy Nation Baby Loungers Recalled Due to Suffocation Risk and Fall and Entrapment Hazards; Violation of Federal Regulations for Infant Sleep Products; Sold on Amazon.com by MEIXIA Shop and Softbless","Mamibaby and Cosy Nation Baby Loungers","This recall involves baby loungers made of a cloth cover with a foam sleeping pad and padded bumper. The baby loungers were advertised as “baby lounger” and “co-sleeper” and were sold in different printed fabrics and colors, including Animal, Baby Crown, Classics Dinosaur, Crocodile, Deer, Dinosaur2, Elephant, Elk, Feather, Flower, Forest, Giraffe, Green Leaf, Gray-set, Gray Arrow, Leaves, Lion, Love, Sheep Monkey, Star, Triangle and White Leaf. “SLEEPING SET” is printed on a tag sewn on the interior of the cover of the baby loungers. “Mamibaby” or “Cosy Nation” is printed on a brand tag sewn on the exterior of the cover of most of the baby loungers, although some of the recalled baby loungers did not include either tag.","The recalled baby loungers violate the federal safety regulations for&nbsp;https://www.ecfr.gov/current/title-16/chapter-II/subchapter-B/part-1236… Sleep Products because the sides are too low to contain the infant; the sleeping pad is too thick,&nbsp;posing a suffocation hazard; an infant could fall out of an enclosed opening at the foot of the lounger or become entrapped; and the loungers do not have a stand, posing a fall hazard if used on elevated surfaces.&nbsp;These violations create an unsafe sleeping environment for infants.",,,Dispose,"About 32,270","None reported","The firm has been uncooperative in the implementation of the recall. Consumers are urged to dispose of the product. Do not resell or donate this recalled product.","Sold At","Online at Amazon.com from June 2023 through June 2024 for between about $40 and $50.",,,,China,Seller:,"Hangzhoumeixiajianzhushejiyouxiangongsi D/B/A MEIXIA Shop and Softbless, of China"
24331,,"August 01, 2024",,"RH Baby & Child Recalls Jeune French Contemporary Upholstered Panel Cribs Due to Choking Hazard","Jeune French Contemporary Upholstered Panel Cribs","This recall involves RH Baby &amp; Child Jeune French Contemporary Upholstered Panel Cribs, with the following first six digits in the SKU number: 113210, 113313 and 113754. The wooden crib measures about 30 inches wide, 55 ½ inches long and 42 inches high, and were sold in brushed gray oak, brushed light oak, and brushed white oak finishes. The crib has upholstered end and lower panels and three adjustable mattress height settings, and can convert into a toddler bed. The SKU numbers are printed on the receipt, and on a label located on the inner-lower portion of the upholstered panel.","The cylindrical metal inserts in the crib’s wooden frame can become loose and detach, posing a choking hazard.",,,"Refund, Replace","About 480 (In addition, about 10 were sold in Canada)","The firm has received two reports of a metal insert loosening and detaching. No injuries have been reported.","Consumers should immediately stop using the recalled cribs and contact RH to receive a full refund of the purchase price, or a new replacement crib with shipping at no charge. If no receipt is available, the consumer will receive a $1,260 cash refund, credit, or a new replacement crib with shipping at no charge. RH will provide free pickup of the recalled crib, and is contacting all known purchasers directly.","Sold At","RH Baby &amp; Child stores, RH outlets nationwide, and online at https://rhbabyandchild.rh.com from January 2021 through March 2024 for between $600 and $2,900.","RH US LLC, of Corte Madera, California",,,Vietnam,,
24325,,"August 01, 2024",,"Papablic Infant Swings Recalled Due to Suffocation Hazard; Violations of Federal Regulations for Infant Sleep Products; Imported by Shenzhen Two Pony","Papablic Archie Infant Swings","This recall involves Papablic Archie Infant Swings with model number PAPABLIC61A and batch numbers PF2106C01 and PF2301C01. The label on the back of the swing identifies the product as “Archie Infant Swing” and includes model and batch information. The swings measure about 25 inches in length, 25 inches in width, and 25 inches in height. These swings are gray with three hanging plush toys, including a star, moon and a koala bear, and come with an electronic remote control.","The swings pose a suffocation risk because they were marketed, intended, or designed for infant sleep, and they have an incline angle greater than 10 degrees in violation of the federal safety regulations for https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… Sleep Products and the https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act. The swings also violate other requirements for infant swings and the labeling requirements for Reese’s Law because the remote contains a button or coin-cell battery.",,,Refund,"About 2,700","None reported","Consumers should stop using the recalled swings immediately, and contact Shenzhen Two Pony for information on how to dispose of the products and submit proof of destruction to obtain a full refund. Shenzhen Two Pony and Amazon are contacting all known purchasers directly.","Sold Online At","Amazon.com and Papablic.com from July 2023 through April 2024 for about $150.","Shenzhen Two Pony Tech Co. Ltd., of China",,,China,,
24324,,"August 01, 2024",,"Beberoad Love New Moon Travel Bassinets Recalled Due to Fall Hazard; Violation of Federal Regulations for Infant Sleep Products; Sold by Beberoadlove","Beberoad New Moon Travel Bassinets","This recall involves travel bassinets sold in dark gray, blue, light gray, pink, purple and sky blue. The bassinets fold open and closed, and have a mesh mosquito net that folds over the top. The model name “New Moon” is printed on the canopy, and the mattresses have a star pattern. The bassinets come with a bag with handles on the top. The brand “beberoad LOVE” is printed on the top of the bag.Only bassinets manufactured on or after June 23, 2022 are included in this recall. The model name, model number TB999-1, and manufacture date in DD/YYYY format are located on the bottom of the bassinet in a sewn-in tag.","The recalled bassinets violate federal safety regulations for Infant Sleep Products because they do not have a stand, posing a fall hazard if used on elevated surfaces.",,,Refund,"About 1,940","None reported","Consumers should immediately stop using the recalled bassinets and contact Beberoadlove for instructions on how to receive a full refund, and how to properly dispose of the product. Beberoadlove and Amazon are contacting all known purchasers directly.","Sold At","Online at beberoadbaby.com, Walmart.com, and Amazon.com from December 2023 through June 2024 for between $50 and $73.","Zhongshanboshangkedianzishangwuyouxiangongsi, dba beberoadlove, of China",,,China,,
24311,,"July 25, 2024",,"Clark Associates Recalls Lancaster Table & Seating Plastic Restaurant High Chairs Due to Fall Hazard","Lancaster Table & Seating Standard Height Plastic Restaurant High Chairs","This recall involves 12 models of Lancaster Table &amp; Seating Standard Height Plastic Restaurant High Chairs. The plastic high chairs are brown, black or gray, and were sold in either assembled or ready-to-assemble form, with or without wheels. The item number is printed on the warning label found on the back of the seatback. The item numbers included in the recall are:Product NameItem NumberLancaster Table &amp; Seating Black Plastic Highchair with Tray and Wheels, assembled274HCBKWTASMLancaster Table &amp; Seating Black Plastic Highchair with Tray and Wheels, unassembled274HCHRWHLBKLancaster Table &amp; Seating Black Plastic Highchair with Tray, assembled274HCBKTRASMLancaster Table &amp; Seating Black Plastic Highchair with Tray, unassembled274HCHAIRBKLancaster Table &amp; Seating Gray Plastic Highchair with Tray and Wheels, assembled274HCGYWTASMLancaster Table &amp; Seating Gray Plastic Highchair with Tray and Wheels, unassembled274HCHRWHLGYLancaster Table &amp; Seating Gray Plastic Highchair with Tray, assembled274HCGYTRASMLancaster Table &amp; Seating Gray Plastic Highchair with Tray, unassembled274HCHAIRGYLancaster Table &amp; Seating Brown Plastic Highchair with Tray and Wheels, assembled274HCBRWTASMLancaster Table &amp; Seating Brown Plastic Highchair with Tray and Wheels, unassembled274HCHRWHLBRLancaster Table &amp; Seating Brown Plastic Highchair with Tray, assembled274HCBRTRASMLancaster Table &amp; Seating Brown Plastic Highchair with Tray, unassembled274HCHAIRBR","The T-bar located at the front middle of the chair can become loose and fall or break off while the high chair is in use, posing a fall hazard to children.",,,Refund,"About 27,140 (In addition, about 69 were sold in Canada)","The firm has received nine reports of the T-bar located at the front of the chair coming loose or breaking off. Two injuries have been reported, including one report of a child falling out of the high chair, resulting in minor scrapes and bruises. ","Consumers should immediately stop using the recalled high chairs and contact Clark Associates for a full refund. Consumers should register their product online at&nbsp;https://www.lancastertableandseating.com/recalls/plastic-high-chairs-recall and dispose of the product in accordance with local and state recycling laws.","Sold At","The Restaurant Store nationwide and online at www.therestaurantstore.com, www.webstaurantstore.com, www.clarkfoodserviceequipment.biz, www.quicksupply.com, and www.hometownprovisions.net from June 2014 through January 2024 for between $65 and $135.","Clark Core Services LLC, d/b/a Clark Associates, of Lancaster, Pennsylvania",,,China,,
